Шкаф	Обозначение провода	Откуда идет	Куда поступает
1HV109	A19-TG20S10	XT7-b4	XT7-b5
1HV109	A19-TG20S11	XT8-b4	XT8-b5
1HV109	A19-TG20S12	XT9-b4	XT9-b5
1HV109	A19-TK51S03	XT58-b4	XT58-b5
1HV109	A19-TK52S03	XT59-b4	XT59-b5
1HV109	A19-TK53S03	XT60-b4	XT60-b5
1HV109	A19-TK54S03	XT61-b4	XT61-b5
1HV109	A19-TP11S03	XT32-b4	XT32-b5
1HV109	A19-TP11S08	XT31-b4	XT31-b5
1HV109	A19-TP12S10	XT34-b4	XT34-b5
1HV109	A19-TP14S01	XT33-b4	XT33-b5
1HV109	A19-TV30S01	XT28-b4	XT28-b5
1HV109	A19-TV40S01	XT29-b4	XT29-b5
1HV109	A19-TV50S01	XT30-b4	XT30-b5
1HV109	A19-TY11S02	XT10-b4	XT10-b5
1HV109	A19-TY21S02	XT11-b4	XT11-b5
1HV109	A19-TY21S05	XT12-b4	XT12-b5
1HV109	A19-UV01S08	XT63-b4	XT63-b5
1HV109	A19-UV01S09	XT64-b4	XT64-b5
1HV109	A19-UV01S13	XT65-b4	XT65-b5
1HV109	A19-UV01S15	XT62-b4	XT62-b5
1HV109	A19-VF14S01	XT16-b4	XT16-b5
1HV109	A19-VF14S03	XT19-b4	XT19-b5
1HV109	A19-VF15S01	XT15-b4	XT15-b5
1HV109	A19-VF15S03	XT18-b4	XT18-b5
1HV109	A19-YP21S07	XT67-b4	XT67-b5
1HV109	A19-YT11S02	XT46-b4	XT46-b5
1HV109	A19-YT12S02	XT47-b4	XT47-b5
1HV109	A33-TF31D01	XT40-b10	XT40-b11
1HV109	A33-TG11D01	XT39-b10	XT39-b11
1HV109	A3-TF31D01	XT40-b7	XT40-b8
1HV109	A3-TG11D01	XT39-b7	XT39-b8
1HV109	N1-TF21S01	XT23-a11	XT23-a2
1HV109	N1-TF21S01	XT23-a2	XT23-a5
1HV109	N1-TF21S01	XT23-a5	XT23-a8
1HV109	N1-TF21S02	XT24-a11	XT24-a2
1HV109	N1-TF21S02	XT24-a2	XT24-a5
1HV109	N1-TF21S02	XT24-a5	XT24-a8
1HV109	N1-TF31D01	XT40-a10	XT40-a2
1HV109	N1-TF31D01	XT40-a10	XT40-a7
1HV109	N1-TF31D01	XT40-a5	XT40-a7
1HV109	N1-TF31S01	XT25-a11	XT25-a2
1HV109	N1-TF31S01	XT25-a2	XT25-a5
1HV109	N1-TF31S01	XT25-a5	XT25-a8
1HV109	N1-TF31S03	XT26-a11	XT26-a2
1HV109	N1-TF31S03	XT26-a2	XT26-a5
1HV109	N1-TF31S03	XT26-a5	XT26-a8
1HV109	N1-TF31S04	XT27-a11	XT27-a2
1HV109	N1-TF31S04	XT27-a2	XT27-a5
1HV109	N1-TF31S04	XT27-a5	XT27-a8
1HV109	N1-TG10S01	XT5-a11	XT5-a2
1HV109	N1-TG10S01	XT5-a2	XT5-a5
1HV109	N1-TG10S01	XT5-a5	XT5-a8
1HV109	N1-TG10S03	XT3-a11	XT3-a2
1HV109	N1-TG10S03	XT3-a2	XT3-a5
1HV109	N1-TG10S03	XT3-a5	XT3-a8
1HV109	N1-TG10S06	XT2-a11	XT2-a2
1HV109	N1-TG10S06	XT2-a2	XT2-a5
1HV109	N1-TG10S06	XT2-a5	XT2-a8
1HV109	N1-TG10S07	XT6-a11	XT6-a2
1HV109	N1-TG10S07	XT6-a2	XT6-a5
1HV109	N1-TG10S07	XT6-a5	XT6-a8
1HV109	N1-TG11D01	XT39-a2	XT39-a5
1HV109	N1-TG11S08	XT4-a11	XT4-a2
1HV109	N1-TG11S08	XT4-a2	XT4-a5
1HV109	N1-TG11S08	XT4-a5	XT4-a8
1HV109	N1-TG11S09	XT1-a11	XT1-a2
1HV109	N1-TG11S09	XT1-a2	XT1-a5
1HV109	N1-TG11S09	XT1-a5	XT1-a8
1HV109	N1-TG20S10	XT7-a11	XT7-a2
1HV109	N1-TG20S10	XT7-a2	XT7-a5
1HV109	N1-TG20S10	XT7-a5	XT7-a8
1HV109	N1-TG20S11	XT8-a11	XT8-a2
1HV109	N1-TG20S11	XT8-a2	XT8-a5
1HV109	N1-TG20S11	XT8-a5	XT8-a8
1HV109	N1-TG20S12	XT9-a11	XT9-a2
1HV109	N1-TG20S12	XT9-a2	XT9-a5
1HV109	N1-TG20S12	XT9-a5	XT9-a8
1HV109	N1-TK51S03	XT58-a11	XT58-a2
1HV109	N1-TK51S03	XT58-a2	XT58-a8
1HV109	N1-TK51S03	XT58-a5	XT58-a8
1HV109	N1-TK52S03	XT59-a11	XT59-a2
1HV109	N1-TK52S03	XT59-a2	XT59-a5
1HV109	N1-TK52S03	XT59-a5	XT59-a8
1HV109	N1-TK53S03	XT60-a11	XT60-a2
1HV109	N1-TK53S03	XT60-a2	XT60-a5
1HV109	N1-TK53S03	XT60-a5	XT60-a8
1HV109	N1-TK54S03	XT61-a11	XT61-a2
1HV109	N1-TK54S03	XT61-a2	XT61-a5
1HV109	N1-TK54S03	XT61-a5	XT61-a8
1HV109	N1-TP11S03	XT32-a11	XT32-a2
1HV109	N1-TP11S03	XT32-a2	XT32-a5
1HV109	N1-TP11S03	XT32-a5	XT32-a8
1HV109	N1-TP11S08	XT31-a11	XT31-a2
1HV109	N1-TP11S08	XT31-a2	XT31-a5
1HV109	N1-TP11S08	XT31-a5	XT31-a8
1HV109	N1-TP12S10	XT34-a11	XT34-a2
1HV109	N1-TP12S10	XT34-a2	XT34-a5
1HV109	N1-TP12S10	XT34-a5	XT34-a8
1HV109	N1-TP14S01	XT33-a11	XT33-a2
1HV109	N1-TP14S01	XT33-a2	XT33-a5
1HV109	N1-TP14S01	XT33-a5	XT33-a8
1HV109	N1-TV30S01	XT28-a11	XT28-a2
1HV109	N1-TV30S01	XT28-a2	XT28-a5
1HV109	N1-TV30S01	XT28-a5	XT28-a8
1HV109	N1-TV40S01	XT29-a11	XT29-a2
1HV109	N1-TV40S01	XT29-a2	XT29-a5
1HV109	N1-TV40S01	XT29-a5	XT29-a8
1HV109	N1-TV50S01	XT30-a11	XT30-a2
1HV109	N1-TV50S01	XT30-a2	XT30-a5
1HV109	N1-TV50S01	XT30-a5	XT30-a8
1HV109	N1-TY11S02	XT10-a11	XT10-a2
1HV109	N1-TY11S02	XT10-a2	XT10-a5
1HV109	N1-TY11S02	XT10-a5	XT10-a8
1HV109	N1-TY21D01	XT41-a2	XT41-a5
1HV109	N1-TY21S02	XT11-a11	XT11-a2
1HV109	N1-TY21S02	XT11-a2	XT11-a5
1HV109	N1-TY21S02	XT11-a5	XT11-a8
1HV109	N1-TY21S03	XT50-a2	XT50-a5
1HV109	N1-TY21S05	XT12-a11	XT12-a2
1HV109	N1-TY21S05	XT12-a2	XT12-a5
1HV109	N1-TY21S05	XT12-a5	XT12-a8
1HV109	N1-UV01D04	XT66-a2	XT66-a5
1HV109	N1-UV01S08	XT63-a11	XT63-a2
1HV109	N1-UV01S08	XT63-a11	XT63-a5
1HV109	N1-UV01S08	XT63-a5	XT63-a8
1HV109	N1-UV01S09	XT64-a11	XT64-a2
1HV109	N1-UV01S09	XT64-a11	XT64-a5
1HV109	N1-UV01S09	XT64-a5	XT64-a8
1HV109	N1-UV01S13	XT65-a11	XT65-a2
1HV109	N1-UV01S13	XT65-a11	XT65-a5
1HV109	N1-UV01S13	XT65-a5	XT65-a8
1HV109	N1-UV01S15	XT62-a11	XT62-a2
1HV109	N1-UV01S15	XT62-a11	XT62-a5
1HV109	N1-UV01S15	XT62-a5	XT62-a8
1HV109	N1-VF14S01	XT16-a11	XT16-a2
1HV109	N1-VF14S01	XT16-a2	XT16-a5
1HV109	N1-VF14S01	XT16-a5	XT16-a8
1HV109	N1-VF14S03	XT19-a11	XT19-a2
1HV109	N1-VF14S03	XT19-a2	XT19-a5
1HV109	N1-VF14S03	XT19-a5	XT19-a8
1HV109	N1-VF15S01	XT15-a11	XT15-a2
1HV109	N1-VF15S01	XT15-a2	XT15-a5
1HV109	N1-VF15S01	XT15-a5	XT15-a8
1HV109	N1-VF15S03	XT18-a11	XT18-a2
1HV109	N1-VF15S03	XT18-a2	XT18-a5
1HV109	N1-VF15S03	XT18-a5	XT18-a8
1HV109	N1-YD10D01	XT44-a2	XT44-a5
1HV109	N1-YD11D01	XT42-a10	XT42-a2
1HV109	N1-YD11D01	XT42-a10	XT42-a7
1HV109	N1-YD11D01	XT42-a5	XT42-a7
1HV109	N1-YP21S07	XT67-a11	XT67-a2
1HV109	N1-YP21S07	XT67-a11	XT67-a5
1HV109	N1-YP21S07	XT67-a5	XT67-a8
1HV109	N1-YT11S02	XT46-a11	XT46-a2
1HV109	N1-YT11S02	XT46-a2	XT46-a5
1HV109	N1-YT11S02	XT46-a5	XT46-a8
1HV109	N1-YT12S02	XT47-a11	XT47-a2
1HV109	N1-YT12S02	XT47-a2	XT47-a5
1HV109	N1-YT12S02	XT47-a5	XT47-a8
1HV110	A17-RY40S06	XT23-b1	XT23-b2
1HV110	A17-TL01S01	XT1-b1	XT1-b2
1HV110	A17-TL01S02	XT2-b1	XT2-b2
1HV110	A17-TL05S01	XT4-b1	XT4-b2
1HV110	A17-TL22S01	XT5-b1	XT5-b2
1HV110	A17-TL22S02	XT6-b1	XT6-b2
1HV110	A17-TL47S01	XT13-b1	XT13-b2
1HV110	A17-TL47S02	XT14-b1	XT14-b2
1HV110	A17-TL48S01	XT8-b1	XT8-b2
1HV110	A17-TL48S03	XT7-b1	XT7-b2
1HV110	A17-UJ11S01	XT65-b1	XT65-b2
1HV110	A17-UJ11S02	XT66-b1	XT66-b2
1HV110	A17-UJ11S03	XT67-b1	XT67-b2
1HV110	A17-UJ11S04	XT57-b1	XT57-b2
1HV110	A17-UJ11S05	XT58-b1	XT58-b2
1HV110	A17-UJ11S06	XT59-b1	XT59-b2
1HV110	A17-UJ11S07	XT68-b1	XT68-b2
1HV110	A17-UJ11S08	XT53-b1	XT53-b2
1HV110	A17-UJ11S09	XT54-b1	XT54-b2
1HV110	A17-UJ11S13	XT44-b1	XT44-b2
1HV110	A17-UJ11S14	XT55-b1	XT55-b2
1HV110	A17-UJ11S15	XT60-b1	XT60-b2
1HV110	A17-UJ11S16	XT69-b1	XT69-b2
1HV110	A17-UJ11S17	XT63-b1	XT63-b2
1HV110	A17-UJ11S18	XT61-b1	XT61-b2
1HV110	A17-UJ11S19	XT56-b1	XT56-b2
1HV110	A17-UJ11S20	XT41-b1	XT41-b2
1HV110	A17-UJ11S21	XT64-b1	XT64-b2
1HV110	A17-UJ11S22	XT62-b1	XT62-b2
1HV110	A17-UJ11S24	XT43-b1	XT43-b2
1HV110	A17-UJ11S28	XT42-b1	XT42-b2
1HV110	A17-UM41S02	XT33-b1	XT33-b2
1HV110	A17-UM41S05	XT34-b1	XT34-b2
1HV110	A17-UV55S01	XT16-b1	XT16-b2
1HV110	A17-UV55S02	XT10-b1	XT10-b2
1HV110	A17-UV55S03	XT17-b1	XT17-b2
1HV110	A17-VF17S05	XT15-b1	XT15-b2
1HV110	A19-RY40S06	XT23-b4	XT23-b5
1HV110	A19-TL01S01	XT1-b4	XT1-b5
1HV110	A19-TL01S02	XT2-b4	XT2-b5
1HV110	A19-TL05S01	XT4-b4	XT4-b5
1HV110	A19-TL22S01	XT5-b4	XT5-b5
1HV110	A19-TL22S02	XT6-b4	XT6-b5
1HV110	A19-TL47S01	XT13-b4	XT13-b5
1HV110	A19-TL47S02	XT14-b4	XT14-b5
1HV110	A19-TL48S01	XT8-b4	XT8-b5
1HV110	A19-TL48S03	XT7-b4	XT7-b5
1HV110	A19-UJ11S01	XT65-b4	XT65-b5
1HV110	A19-UJ11S02	XT66-b4	XT66-b5
1HV110	A19-UJ11S03	XT67-b4	XT67-b5
1HV110	A19-UJ11S04	XT57-b4	XT57-b5
1HV110	A19-UJ11S05	XT58-b4	XT58-b5
1HV110	A19-UJ11S06	XT59-b4	XT59-b5
1HV110	A19-UJ11S07	XT68-b4	XT68-b5
1HV110	A19-UJ11S08	XT53-b4	XT53-b5
1HV110	A19-UJ11S09	XT54-b4	XT54-b5
1HV110	A19-UJ11S13	XT44-b4	XT44-b5
1HV110	A19-UJ11S14	XT55-b4	XT55-b5
1HV110	A19-UJ11S15	XT60-b4	XT60-b5
1HV110	A19-UJ11S16	XT69-b4	XT69-b5
1HV110	A19-UJ11S17	XT63-b4	XT63-b5
1HV110	A19-UJ11S18	XT61-b4	XT61-b5
1HV110	A19-UJ11S19	XT56-b4	XT56-b5
1HV110	A19-UJ11S20	XT41-b4	XT41-b5
1HV110	A19-UJ11S21	XT64-b4	XT64-b5
1HV110	A19-UJ11S22	XT62-b4	XT62-b5
1HV110	A19-UJ11S24	XT43-b4	XT43-b5
1HV110	A19-UJ11S28	XT42-b4	XT42-b5
1HV110	A19-UM41S02	XT33-b4	XT33-b5
1HV110	A19-UM41S05	XT34-b4	XT34-b5
1HV110	A19-UV55S01	XT16-b4	XT16-b5
1HV110	A19-UV55S02	XT10-b4	XT10-b5
1HV110	A19-UV55S03	XT17-b4	XT17-b5
1HV110	A19-VF17S05	XT15-b4	XT15-b5
1HV110	A30-UJ11S01	XT65-b7	XT71-b7
1HV110	A30-UJ11S02	XT71-b1	XT66-b7
1HV110	A30-UJ11S03	XT71-b4	XT67-b7
1HV110	A30-UJ11S04	XT45-b10	XT57-b7
1HV110	A30-UJ11S05	XT52-b7	XT58-b7
1HV110	A30-UJ11S06	XT52-b4	XT59-b7
1HV110	A30-UJ11S07	XT71-b10	XT68-b7
1HV110	A30-UJ11S08	XT45-b1	XT53-b7
1HV110	A30-UJ11S09	XT45-b4	XT54-b7
1HV110	A30-UJ11S14	XT52-b1	XT55-b7
1HV110	A30-UJ11S15	XT52-b10	XT60-b7
1HV110	A30-UJ11S16	XT72-b1	XT69-b7
1HV110	A30-UJ11S17	XT63-b7	XT70-b7
1HV110	A30-UJ11S18	XT70-b1	XT61-b7
1HV110	A30-UJ11S19	XT45-b7	XT56-b7
1HV110	A30-UJ11S21	XT70-b10	XT64-b7
1HV110	A30-UJ11S22	XT70-b4	XT62-b7
1HV110	A33-TL04D01	XT26-b10	XT26-b11
1HV110	A33-TL05D01	XT27-b10	XT27-b11
1HV110	A33-TL10D01	XT36-b10	XT36-b11
1HV110	A33-TL22D01	XT28-b10	XT28-b11
1HV110	A3-TL04D01	XT26-b7	XT26-b8
1HV110	A3-TL05D01	XT27-b7	XT27-b8
1HV110	A3-TL10D01	XT36-b7	XT36-b8
1HV110	A3-TL22D01	XT28-b7	XT28-b8
1HV110	N1	XT39-a11	XT50-a2
1HV110	N1	XT39-a11	XT51-a2
1HV110	N1-RY40S06	XT23-a11	XT23-a2
1HV110	N1-RY40S06	XT23-a2	XT23-a5
1HV110	N1-RY40S06	XT23-a5	XT23-a8
1HV110	N1-TL01D01	XT24-a2	XT24-a5
1HV110	N1-TL01D02	XT25-a2	XT25-a5
1HV110	N1-TL01S01	XT18-a2	XT1-a2
1HV110	N1-TL01S01	XT18-a5	XT1-a5
1HV110	N1-TL01S01	XT18-a8	XT1-a8
1HV110	N1-TL01S01	XT1-a11	XT18-a2
1HV110	N1-TL01S01	XT1-a2	XT18-a5
1HV110	N1-TL01S01	XT1-a5	XT18-a8
1HV110	N1-TL01S02	XT19-a2	XT2-a2
1HV110	N1-TL01S02	XT19-a5	XT2-a5
1HV110	N1-TL01S02	XT19-a8	XT2-a8
1HV110	N1-TL01S02	XT2-a11	XT19-a2
1HV110	N1-TL01S02	XT2-a2	XT19-a5
1HV110	N1-TL01S02	XT2-a5	XT19-a8
1HV110	N1-TL04D01	XT26-a2	XT26-a5
1HV110	N1-TL05D01	XT27-a2	XT27-a5
1HV110	N1-TL05D01	XT27-a2	XT27-a7
1HV110	N1-TL05S01	XT21-a2	XT4-a2
1HV110	N1-TL05S01	XT21-a5	XT4-a5
1HV110	N1-TL05S01	XT21-a8	XT4-a8
1HV110	N1-TL05S01	XT4-a11	XT21-a2
1HV110	N1-TL05S01	XT4-a2	XT21-a5
1HV110	N1-TL05S01	XT4-a5	XT21-a8
1HV110	N1-TL06D01	XT32-a2	XT32-a5
1HV110	N1-TL09D01	XT35-a2	XT35-a5
1HV110	N1-TL10D01	XT36-a2	XT36-a5
1HV110	N1-TL13D01	XT37-a2	XT37-a5
1HV110	N1-TL22D01	XT28-a2	XT28-a5
1HV110	N1-TL22S01	XT5-a11	XT5-a2
1HV110	N1-TL22S01	XT5-a2	XT5-a5
1HV110	N1-TL22S01	XT5-a5	XT5-a8
1HV110	N1-TL22S02	XT6-a11	XT6-a2
1HV110	N1-TL22S02	XT6-a2	XT6-a5
1HV110	N1-TL22S02	XT6-a11	XT6-a8
1HV110	N1-TL47D01	XT38-a2	XT38-a5
1HV110	N1-TL47S01	XT13-a11	XT13-a2
1HV110	N1-TL47S01	XT13-a2	XT13-a5
1HV110	N1-TL47S01	XT13-a5	XT13-a8
1HV110	N1-TL47S02	XT14-a11	XT14-a2
1HV110	N1-TL47S02	XT14-a2	XT14-a5
1HV110	N1-TL47S02	XT14-a5	XT14-a8
1HV110	N1-TL47W04	XT12-a11	XT12-a2
1HV110	N1-TL47W04	XT12-a2	XT12-a5
1HV110	N1-TL47W04	XT12-a5	XT12-a8
1HV110	N1-TL48D01	XT29-a2	XT29-a5
1HV110	N1-TL48S01	XT8-a11	XT8-a2
1HV110	N1-TL48S01	XT8-a2	XT8-a5
1HV110	N1-TL48S01	XT8-a5	XT8-a8
1HV110	N1-TL48S03	XT7-a11	XT7-a2
1HV110	N1-TL48S03	XT7-a11	XT7-a5
1HV110	N1-TL48S03	XT7-a5	XT7-a8
1HV110	N1-TL48W04	XT9-a11	XT9-a2
1HV110	N1-TL48W04	XT9-a2	XT9-a5
1HV110	N1-TL48W04	XT9-a5	XT9-a8
1HV110	N1-UJ11D01	XT39-a2	XT40-a2
1HV110	N1-UJ11D01	XT39-a5	XT40-a5
1HV110	N1-UJ11D01	XT40-a2	XT39-a5
1HV110	N1-UJ11D01	XT40-a5	XT39-a8
1HV110	N1-UJ11S01	XT65-a11	XT65-a2
1HV110	N1-UJ11S01	XT65-a2	XT65-a5
1HV110	N1-UJ11S01	XT65-a5	XT65-a8
1HV110	N1-UJ11S01	XT65-a8	XT71-a8
1HV110	N1-UJ11S02	XT66-a11	XT66-a2
1HV110	N1-UJ11S02	XT66-a2	XT71-a2
1HV110	N1-UJ11S02	XT66-a5	XT66-a8
1HV110	N1-UJ11S02	XT71-a2	XT66-a5
1HV110	N1-UJ11S03	XT67-a11	XT67-a2
1HV110	N1-UJ11S03	XT67-a2	XT67-a5
1HV110	N1-UJ11S03	XT67-a5	XT71-a5
1HV110	N1-UJ11S03	XT71-a5	XT67-a8
1HV110	N1-UJ11S04	XT45-a11	XT57-a11
1HV110	N1-UJ11S04	XT57-a11	XT57-a2
1HV110	N1-UJ11S04	XT57-a2	XT57-a5
1HV110	N1-UJ11S04	XT57-a5	XT57-a8
1HV110	N1-UJ11S05	XT52-a8	XT58-a8
1HV110	N1-UJ11S05	XT58-a11	XT58-a2
1HV110	N1-UJ11S05	XT58-a2	XT58-a5
1HV110	N1-UJ11S05	XT58-a5	XT52-a8
1HV110	N1-UJ11S06	XT52-a5	XT59-a5
1HV110	N1-UJ11S06	XT59-a11	XT59-a2
1HV110	N1-UJ11S06	XT59-a2	XT52-a5
1HV110	N1-UJ11S06	XT59-a5	XT59-a8
1HV110	N1-UJ11S07	XT68-a11	XT71-a11
1HV110	N1-UJ11S07	XT68-a2	XT68-a5
1HV110	N1-UJ11S07	XT68-a5	XT68-a8
1HV110	N1-UJ11S07	XT71-a11	XT68-a2
1HV110	N1-UJ11S08	XT45-a2	XT53-a2
1HV110	N1-UJ11S08	XT53-a11	XT45-a2
1HV110	N1-UJ11S08	XT53-a2	XT53-a5
1HV110	N1-UJ11S08	XT53-a5	XT53-a8
1HV110	N1-UJ11S09	XT45-a5	XT54-a5
1HV110	N1-UJ11S09	XT54-a11	XT54-a2
1HV110	N1-UJ11S09	XT54-a2	XT45-a5
1HV110	N1-UJ11S09	XT54-a5	XT54-a8
1HV110	N1-UJ11S13	XT44-a11	XT44-a2
1HV110	N1-UJ11S13	XT44-a2	XT44-a5
1HV110	N1-UJ11S13	XT44-a5	XT44-a8
1HV110	N1-UJ11S14	XT52-a2	XT55-a2
1HV110	N1-UJ11S14	XT55-a11	XT52-a2
1HV110	N1-UJ11S14	XT55-a2	XT55-a5
1HV110	N1-UJ11S14	XT55-a5	XT55-a8
1HV110	N1-UJ11S15	XT52-a11	XT60-a11
1HV110	N1-UJ11S15	XT60-a11	XT60-a2
1HV110	N1-UJ11S15	XT60-a2	XT60-a5
1HV110	N1-UJ11S15	XT60-a5	XT60-a8
1HV110	N1-UJ11S16	XT69-a11	XT69-a2
1HV110	N1-UJ11S16	XT69-a2	XT69-a8
1HV110	N1-UJ11S16	XT69-a5	XT69-a8
1HV110	N1-UJ11S16	XT72-a2	XT69-a5
1HV110	N1-UJ11S17	XT63-a11	XT63-a2
1HV110	N1-UJ11S17	XT63-a2	XT63-a5
1HV110	N1-UJ11S17	XT63-a5	XT63-a8
1HV110	N1-UJ11S17	XT63-a8	XT70-a8
1HV110	N1-UJ11S18	XT61-a11	XT61-a2
1HV110	N1-UJ11S18	XT61-a2	XT70-a2
1HV110	N1-UJ11S18	XT61-a5	XT61-a8
1HV110	N1-UJ11S18	XT70-a2	XT61-a5
1HV110	N1-UJ11S19	XT45-a8	XT56-a8
1HV110	N1-UJ11S19	XT56-a11	XT56-a2
1HV110	N1-UJ11S19	XT56-a2	XT56-a5
1HV110	N1-UJ11S19	XT56-a5	XT45-a8
1HV110	N1-UJ11S20	XT41-a11	XT41-a2
1HV110	N1-UJ11S20	XT41-a2	XT41-a5
1HV110	N1-UJ11S20	XT41-a5	XT41-a8
1HV110	N1-UJ11S21	XT64-a11	XT70-a11
1HV110	N1-UJ11S21	XT64-a2	XT64-a5
1HV110	N1-UJ11S21	XT64-a5	XT64-a8
1HV110	N1-UJ11S21	XT70-a11	XT64-a2
1HV110	N1-UJ11S22	XT62-a11	XT62-a2
1HV110	N1-UJ11S22	XT62-a2	XT62-a5
1HV110	N1-UJ11S22	XT62-a5	XT70-a5
1HV110	N1-UJ11S22	XT70-a5	XT62-a8
1HV110	N1-UJ11S24	XT43-a11	XT43-a2
1HV110	N1-UJ11S24	XT43-a2	XT43-a5
1HV110	N1-UJ11S24	XT43-a5	XT43-a8
1HV110	N1-UJ11S28	XT42-a11	XT42-a2
1HV110	N1-UJ11S28	XT42-a2	XT42-a5
1HV110	N1-UJ11S28	XT42-a5	XT42-a8
1HV110	N1-UM41S02	XT33-a11	XT33-a2
1HV110	N1-UM41S02	XT33-a2	XT33-a5
1HV110	N1-UM41S02	XT33-a5	XT33-a8
1HV110	N1-UM41S05	XT34-a11	XT34-a2
1HV110	N1-UM41S05	XT34-a2	XT34-a5
1HV110	N1-UM41S05	XT34-a5	XT34-a8
1HV110	N1-UV40D01	XT30-a2	XT30-a5
1HV110	N1-UV40D04	XT31-a2	XT31-a5
1HV110	N1-UV55D01	XT46-a2	XT46-a5
1HV110	N1-UV55S01	XT16-a2	XT16-a5
1HV110	N1-UV55S02	XT10-a11	XT10-a2
1HV110	N1-UV55S02	XT10-a2	XT10-a5
1HV110	N1-UV55S02	XT10-a5	XT10-a8
1HV110	N1-UV55S03	XT17-a11	XT17-a2
1HV110	N1-UV55S03	XT17-a11	XT17-a5
1HV110	N1-UV55S03	XT17-a5	XT17-a8
1HV110	N1-UV55W01	XT47-a2	XT47-a5
1HV110	N1-VF17S05	XT15-a11	XT15-a2
1HV110	N1-VF17S05	XT15-a2	XT15-a5
1HV110	N1-VF17S05	XT15-a5	XT15-a8
1HV112	0819	XT10-b1	XT10-b10
1HV112	7	XTK1-a1	XTK2-a1
1HV112	7	XTK1-a2	XTK2-a2
1HV112	7	XTK2-a1	XTK3-a1
1HV112	7	XTK2-a2	XTK3-a2
1HV112	7	XTK3-a1	XTK4-a1
1HV112	7	XTK3-a2	XTK4-a2
1HV112	7	XTK4-a1	XTK5-a1
1HV112	7	XTK4-a2	XTK5-a2
1HV112	7	XTK5-a1	XTK1-a2
1HV112	A1-UJ11D01	XTK14-a1	XTK14-a2
1HV112	N1-UJ11D01	XT12-a12	XT12-a4
1HV112	N1-UJ11D01	XT12-a4	XT14-a5
1HV112	N1-UJ11D01	XT14-a5	XT12-b5
1HV113	751	XTK2-b1	XTN06-a3
1HV113	751	XTN06-a3	XTN06-b12
1HV113	753	XTK2-b2	XTN06-a10
1HV113	0924-00	XT29-a11	XT31-a2
1HV113	0925-00	XT31-a5	XT33-a8
1HV113	0961-00	XT26-a11	XT26-a2
1HV113	0961-00	XT26-a2	XT29-a2
1HV113	0961-00	XT29-a2	XT29-a5
1HV113	0961-00	XT29-a5	XT29-a8
1HV113	0962-00	XT33-a11	XT33-a2
1HV113	0962-00	XT33-a2	XT35-a2
1HV113	0962-00	XT33-a5	XT31-a8
1HV113	0962-00	XT35-a2	XT33-a5
1HV113	0998-00	XT26-a5	XT26-a8
1HV114	0505	XT4-a2	XT4-b5
1HV114	0711	XT1-b6	XT2-b6
1HV114	9078.8	XT26-a1	XT33-a1
1HV115	0503	XT5-a12	XT5-b1
1HV115	0721	XT18-a12	XT18-b1
1HV115	0723	XT9-a12	XT9-b1
1HV115	0724	XT10-a12	XT10-b1
1HV115	0725	XT11-a12	XT11-b1
1HV115	0726	XT12-a12	XT12-b1
1HV115	0727	XT13-a12	XT13-b1
1HV115	0728	XT19-a12	XT19-b1
1HV115	936.1	XT19-b5	XT19-b9
1HV115	936.8	XT18-b5	XT18-b9
1HV115	950.1	XT9-a11	XT9-a4
1HV115	950.8	XT9-b5	XT9-b9
1HV115	951.1	XT10-a11	XT10-a4
1HV115	951.8	XT10-b5	XT10-b9
1HV115	952.1	XT11-a11	XT11-a4
1HV115	952.8	XT11-b5	XT11-b9
1HV115	953.1	XT12-a11	XT12-a4
1HV115	953.8	XT12-b5	XT12-b9
1HV115	955.1	XT13-a11	XT13-a4
1HV115	955.8	XT13-b5	XT13-b9
1HV115	958.1	XT14-a11	XT14-a4
1HV115	958.8	XT14-b5	XT14-b9
1HV115	N1	XT23-b12	XT23-b5
1HV116	0503	XT4-a2	XT4-b5
1HV116	0761-1	XT1-b2	XT2-b2
1HV116	9080.1	XT1-a1	XT27-a8
1HV117	04	XT9-a10	XT3-a3
1HV117	0502	XT16-a12	XT16-a2
1HV117	0510	XT3-a12	XT3-b1
1HV117	47	XTK11-b2	XTK17-b2
1HV117	A1-UV01D04	XTK25-a1	XTK25-a2
1HV117	A1-UV55D01	XTK1-a1	XTK1-a2
1HV117	A1-UV55W01	XTK14-a1	XTK14-a2
1HV118	016-I	XT12-a5	XT33-a5
1HV118	016-II	XT12-a10	XT33-a10
1HV118	0505	XT31-a12	XT31-b1
1HV118	0523	XT21-a12	XT21-b1
1HV118	0525	XT22-a12	XT22-b1
1HV118	0526	XT30-a12	XT30-b1
1HV118	0534	XT27-b5	XT9-b5
1HV118	0743	XTN04-a9	XTN06-b6
1HV118	0799	XTN06-a1	XTN06-a5
1HV118	1БПК A01-IV	XT27-b6	XT9-b6
1HV118	A1-TL01D01	XTK1-a1	XTK1-a2
1HV118	A1-TL01D02	XTK2-a1	XTK2-a2
1HV118	A1-TL22D01	XTK19-a1	XTK19-a2
1HV118	A1-UV40D01	XTK28-a1	XTK28-a2
1HV118	N1-TL01S01	XT10-a5	XT17-b12
1HV118	N1-TL01S01	XT17-a12	XT17-b5
1HV118	N1-TL01S01	XT17-b12	XT17-b5
1HV118	N1-TL01S02	XT11-a5	XT34-b12
1HV118	N1-TL01S02	XT34-a12	XT11-a5
